Date,close1,volume1,close2,volume2,spread,spread_mean,spread_std,z_score
2021-03-25,3064.85009765625,3179786,1333.800048828125,8749994,1731.050048828125,1726.1099975585937,31.483290198858132,0.15691026059628502
2021-03-26,3066.800048828125,3697370,1336.199951171875,4922071,1730.60009765625,1730.860009765625,27.619338846457413,-0.009410511628095928
2021-03-30,3158.550048828125,4694008,1385.300048828125,10546381,1773.25,1738.9300170898437,26.963863749500238,1.2728139864893229
2021-03-31,3177.85009765625,3530069,1368.050048828125,8220987,1809.800048828125,1747.3050170898437,34.478191337064054,1.812596000971176
2021-04-01,3165.0,4285076,1385.199951171875,5675155,1779.800048828125,1752.6900268554687,34.97398405549989,0.7751482338882438
2021-04-05,3238.89990234375,5317862,1409.9000244140625,9479572,1828.9998779296875,1765.6500122070313,36.987044059097734,1.7127582734493751
2021-04-06,3264.699951171875,2291562,1411.050048828125,5793571,1853.64990234375,1780.4400024414062,39.83424537925188,1.837863356148224
2021-04-07,3271.39990234375,2491268,1430.199951171875,5879234,1841.199951171875,1788.6750122070312,43.24142423019676,1.2146903091171573
2021-04-08,3317.35009765625,2578118,1439.8499755859375,5654434,1877.5001220703125,1799.32001953125,50.85325939940916,1.5373666007329883
2021-04-09,3322.25,2911129,1441.050048828125,6052712,1881.199951171875,1810.7050048828125,55.43820815418382,1.2715949637658397
2021-04-12,3246.550048828125,3791828,1425.75,20384532,1820.800048828125,1819.6800048828125,47.85631962018451,0.023404305934970834
2021-04-13,3104.050048828125,8654596,1397.1500244140625,14855206,1706.9000244140625,1817.3099975585938,53.06177817116511,-2.080781627565779
2021-04-15,3218.949951171875,6062760,1360.75,25342491,1858.199951171875,1825.8049926757812,52.01391504566212,0.6228133080860146
2021-04-16,3195.14990234375,3224657,1353.75,10879878,1841.39990234375,1828.9649780273437,51.89328165803446,0.23962493639060575
2021-04-19,3161.800048828125,2679106,1362.550048828125,12508028,1799.25,1830.9099731445312,50.182083707571486,-0.6309019236631337
2021-04-20,3144.550048828125,3141893,1351.3499755859375,8560766,1793.2000732421875,1827.3299926757813,51.59069598769404,-0.661551831782515
2021-04-22,3118.800048828125,1988980,1351.0999755859375,6622446,1767.7000732421875,1818.735009765625,53.82961963136809,-0.9480828003788803
2021-04-23,3109.5,1615309,1333.800048828125,7316262,1775.699951171875,1812.185009765625,54.76918154370013,-0.6661603764269995
2021-04-26,3100.800048828125,2490260,1343.550048828125,7088606,1757.25,1800.1599975585937,51.96446589255187,-0.8257565400040799
2021-04-27,3132.0,1471417,1348.5,3636115,1783.5,1790.3900024414063,43.53581518014079,-0.15826055887312812
2021-04-28,3124.10009765625,1639037,1356.0,4879234,1768.10009765625,1785.1200073242187,42.62582065594026,-0.3992863810258827
2021-04-29,3115.25,1621395,1356.3499755859375,5412357,1758.9000244140625,1790.3200073242188,34.401820133816685,-0.9133232714995415
2021-04-30,3035.64990234375,3072305,1354.3499755859375,8354677,1681.2999267578125,1772.6300048828125,40.55133424692185,-2.25220895492317
2021-05-03,3037.0,1545831,1352.050048828125,4560337,1684.949951171875,1756.985009765625,41.245243069348525,-1.7465058569937946
2021-05-04,3049.75,1990777,1329.4000244140625,4887060,1720.3499755859375,1749.0950073242188,39.78247189016758,-0.7225551951030426
2021-05-05,3095.699951171875,1939289,1341.5,3939788,1754.199951171875,1745.1949951171875,36.77636361568414,0.2448571628448627
2021-05-06,3111.449951171875,1791671,1361.5999755859375,4810090,1749.8499755859375,1743.4099853515625,35.98739901418497,0.17895125546129706
2021-05-07,3132.89990234375,1912540,1352.550048828125,4991435,1780.349853515625,1743.8749755859376,36.47767322985419,0.999923369559534
2021-05-10,3145.5,2137153,1339.550048828125,7195348,1805.949951171875,1748.744970703125,41.382804520557265,1.3823369665613852
2021-05-11,3122.60009765625,2415625,1330.6500244140625,6420988,1791.9500732421875,1749.5899780273437,42.24854637878659,1.0026402999775919
2021-05-12,3087.60009765625,1978558,1327.0,5241898,1760.60009765625,1748.8399780273437,41.948950782337455,0.2803435940490287
2021-05-14,3051.5,2043935,1316.4000244140625,4824609,1735.0999755859375,1746.4599731445312,41.989905065934224,-0.27054115842262044
2021-05-17,3069.75,2890462,1329.4000244140625,5017129,1740.3499755859375,1752.3649780273438,35.45134184171291,-0.33891530805948655
2021-05-18,3088.800048828125,2098538,1340.0,5620150,1748.800048828125,1758.7499877929688,26.607054458467115,-0.3739586800325973
2021-05-19,3082.0,1986041,1337.0,4435878,1745.0,1761.214990234375,23.62944720999105,-0.6862196178469573
2021-05-20,3060.0,2329027,1339.300048828125,4490092,1720.699951171875,1757.864990234375,26.884918523702826,-1.3823749932414267
2021-05-21,3080.5,1685566,1354.5,4969733,1726.0,1755.4799926757812,28.67334148165504,-1.0281324447184592
2021-05-24,3081.5,1652260,1348.050048828125,4225371,1733.449951171875,1750.7900024414062,27.980741932816073,-0.6197137771101983
2021-05-25,3114.0,1841613,1361.5999755859375,4099340,1752.4000244140625,1745.435009765625,20.329261978256916,0.3426103050807722
2021-05-26,3158.5,1923753,1397.25,6850024,1761.25,1742.3650024414062,13.790992911649784,1.3693718559336585
2021-05-27,3180.0,5959785,1402.25,15365391,1777.75,1744.0799926757813,17.00291089160205,1.9802495901362807
2021-05-28,3143.60009765625,1763701,1405.050048828125,4261312,1738.550048828125,1744.425,16.834620678749886,-0.34898031170318117
2021-05-31,3159.14990234375,1652799,1393.75,4429904,1765.39990234375,1746.9299926757812,17.985274538027603,1.0269462180805995
2021-06-01,3153.0,1377441,1387.199951171875,4791325,1765.800048828125,1748.6299926757813,18.958764642870207,0.9056526875974917
2021-06-02,3129.449951171875,2240078,1378.6500244140625,9272276,1750.7999267578125,1749.2099853515624,18.924060707963665,0.08401692590116286
2021-06-03,3141.25,1281706,1389.6500244140625,5115645,1751.5999755859375,1752.2999877929688,16.057153188334425,-0.04359503822507038
2021-06-04,3143.75,1836060,1385.6500244140625,4194328,1758.0999755859375,1755.5099853515626,13.16307619335763,0.19676177485638754
2021-06-07,3183.199951171875,2559821,1389.6500244140625,5154576,1793.5499267578125,1761.5199829101562,15.486877963432134,2.06819889220319
2021-06-08,3200.14990234375,2574057,1412.949951171875,7360630,1787.199951171875,1764.9999755859376,17.04169441955572,1.302685932477609
2021-06-09,3200.25,1710925,1415.300048828125,5394317,1784.949951171875,1767.369970703125,18.078669378994974,0.972415618661378
2021-06-10,3216.800048828125,1874324,1424.300048828125,3496575,1792.5,1768.844970703125,19.56062283969989,1.2093188182569103
2021-06-11,3273.800048828125,3452954,1446.9000244140625,6140828,1826.9000244140625,1777.6799682617188,23.84113355865996,2.064501506660331
2021-06-14,3276.35009765625,1847360,1461.800048828125,7132294,1814.550048828125,1782.5949829101562,25.997063886217788,1.2291798049898093
2021-06-15,3262.75,1304985,1473.9000244140625,5403104,1788.8499755859375,1784.8999755859375,25.35646134296835,0.1557788346951428
2021-06-16,3274.35009765625,1635552,1480.5999755859375,7661710,1793.7501220703125,1789.1949951171875,22.404342390391886,0.20331446796128338
2021-06-17,3317.75,2273413,1495.300048828125,7677951,1822.449951171875,1796.2799926757812,20.298127242855855,1.2892794582960672
2021-06-18,3297.300048828125,3380431,1503.300048828125,13533974,1794.0,1799.8699951171875,15.372158138199502,-0.38185888177930466
2021-06-21,3273.10009765625,1130569,1500.300048828125,5454052,1772.800048828125,1797.7950073242187,17.56420664953519,-1.4230621965925863
2021-06-22,3301.199951171875,1708688,1511.8499755859375,6427862,1789.3499755859375,1798.010009765625,17.43277017171759,-0.4967675300244182
2021-06-23,3261.39990234375,1467104,1503.1500244140625,5529809,1758.2498779296875,1795.3400024414063,21.276295742665965,-1.7432604321879654
2021-06-24,3373.60009765625,4155204,1559.199951171875,10785137,1814.400146484375,1797.5300170898438,22.06401968069857,0.7645990911297572
2021-06-25,3380.800048828125,2722861,1574.199951171875,9780240,1806.60009765625,1795.5000244140624,19.888156746196326,0.5581247867181314
2021-06-28,3336.75,1355238,1571.800048828125,5019178,1764.949951171875,1790.5400146484376,20.774545281899336,-1.2317989698123006
2021-06-29,3340.85009765625,1497322,1563.050048828125,5913567,1777.800048828125,1789.4350219726562,21.164635057256948,-0.5497365351708131
2021-06-30,3345.75,1693146,1580.800048828125,6058722,1764.949951171875,1786.5550048828125,22.433679078193514,-0.9630633315040368
2021-07-01,3341.5,990310,1560.4000244140625,4814317,1781.0999755859375,1782.4200073242187,18.55848934312432,-0.07112818903927726
2021-07-02,3325.449951171875,1682274,1567.800048828125,5166064,1757.64990234375,1778.7849975585937,19.570631769454234,-1.079939342981826
2021-07-05,3321.0,1972858,1578.949951171875,4058338,1742.050048828125,1775.7099975585938,22.769783211830873,-1.4782726922485403
2021-07-06,3262.300048828125,2159420,1562.199951171875,4089574,1700.10009765625,1766.785009765625,32.318589661255686,-2.063360833759358
2021-07-07,3274.949951171875,2640710,1564.5999755859375,4797120,1710.3499755859375,1761.99501953125,36.94296757944783,-1.3979668480678218
2021-07-08,3258.5,2485811,1560.75,3326813,1697.75,1750.3300048828125,36.973632073411686,-1.4220946640680088
2021-07-09,3208.14990234375,6365067,1562.9000244140625,3436594,1645.2498779296875,1734.1949829101563,44.19095636172228,-2.0127445138868305
2021-07-12,3193.10009765625,1892226,1547.8499755859375,4588982,1645.2501220703125,1722.225,50.67114114652369,-1.519106856249838
2021-07-13,3187.550048828125,1809339,1544.949951171875,4456160,1642.60009765625,1708.7050048828125,52.20868089496852,-1.2661669686608235
2021-07-14,3214.550048828125,2044279,1576.9000244140625,5657716,1637.6500244140625,1695.9750122070313,52.48968827645456,-1.111170397617542
2021-07-15,3202.949951171875,2232968,1580.800048828125,10021355,1622.14990234375,1680.0800048828125,47.6956569836641,-1.2145781440625458
2021-07-16,3194.800048828125,1256526,1555.449951171875,6265593,1639.35009765625,1668.2500244140624,40.43682758685879,-0.7146932260137129
2021-07-19,3184.60009765625,1597058,1541.699951171875,5669162,1642.900146484375,1658.3350341796875,31.49838729850652,-0.4900215223413769
2021-07-20,3205.800048828125,1811945,1550.050048828125,5069939,1655.75,1653.9000244140625,27.87871426167568,0.06635799515620508
2021-07-22,3216.35009765625,2859334,1590.199951171875,7854575,1626.150146484375,1645.4800415039062,20.735107093712887,-0.9322302958055272
2021-07-23,3212.85009765625,1776193,1590.449951171875,4179719,1622.400146484375,1637.9450561523438,11.066842097687267,-1.4046382455585364
2021-07-26,3197.550048828125,1259611,1603.9000244140625,4586710,1593.6500244140625,1632.7850708007813,17.463326249758346,-2.240984668499816
2021-07-27,3182.949951171875,1121367,1602.550048828125,5892859,1580.39990234375,1626.300048828125,23.364225133050105,-1.964548202347463
2021-07-28,3197.800048828125,1660654,1605.5999755859375,4686788,1592.2000732421875,1621.2600463867188,24.846380558408015,-1.16958577029834
2021-07-29,3195.800048828125,1731997,1617.0,4660873,1578.800048828125,1615.375048828125,27.37389610553894,-1.3361269385617094
2021-07-30,3167.449951171875,2999943,1610.5,6234257,1556.949951171875,1608.8550537109375,32.80660794662875,-1.5821538948343572
2021-08-02,3219.39990234375,2608669,1631.550048828125,5553389,1587.849853515625,1603.705029296875,31.503976715538013,-0.5032753777217609
2021-08-03,3284.89990234375,3804735,1655.199951171875,5513668,1629.699951171875,1602.385009765625,29.915731974916056,0.913062780116937
2021-08-04,3273.949951171875,2929598,1649.25,6740391,1624.699951171875,1599.2800048828126,24.96282358134827,1.0183121394991428
2021-08-05,3283.949951171875,2534521,1653.550048828125,5420536,1630.39990234375,1599.70498046875,25.501460777737748,1.2036534746980505
2021-08-06,3309.800048828125,2292362,1650.199951171875,3754855,1659.60009765625,1603.4249755859375,31.24613999608605,1.7978259739394709
2021-08-09,3322.699951171875,1510489,1663.300048828125,5018477,1659.39990234375,1609.9999633789062,35.57812919359955,1.3884917527853267
2021-08-10,3333.89990234375,2040777,1677.25,6846517,1656.64990234375,1617.6249633789062,36.683142411114304,1.0638384936460628
2021-08-11,3344.199951171875,1929707,1677.550048828125,4899639,1666.64990234375,1625.0699462890625,38.461551264584116,1.0810784975533436
2021-08-12,3351.75,1310205,1689.5999755859375,5659579,1662.1500244140625,1633.4049438476563,36.29038022334859,0.7920854063665081
2021-08-13,3463.39990234375,4363584,1712.199951171875,5612790,1751.199951171875,1652.8299438476563,42.30828243875336,2.3250768325710656
2021-08-16,3472.949951171875,2083489,1704.4000244140625,4564109,1768.5499267578125,1670.899951171875,49.456341604883896,1.9744682363706085
2021-08-17,3553.050048828125,4336019,1741.6500244140625,9510390,1811.4000244140625,1689.0699584960937,63.90505669775474,1.9142470445889892
2021-08-18,3560.550048828125,2631309,1733.449951171875,6686090,1827.10009765625,1709.3099731445313,72.69949257644393,1.6202331039362026
2021-08-20,3559.5,2836148,1732.949951171875,6206972,1826.550048828125,1728.9249877929688,75.45262977802571,1.2938589592219605
2021-08-23,3637.39990234375,3744176,1738.75,6189051,1898.64990234375,1752.8299682617187,87.89135931393885,1.6590929440649287
2021-08-24,3613.199951171875,2511141,1720.8499755859375,7602939,1892.3499755859375,1776.1249755859376,91.18607407227347,1.2745915555908323
2021-08-25,3659.0,2123263,1735.550048828125,6153253,1923.449951171875,1802.80498046875,91.37604210813525,1.320312938924982
2021-08-26,3671.85009765625,1902533,1727.699951171875,5302248,1944.150146484375,1830.5550048828125,87.4870414207972,1.2984224835674807
2021-08-27,3720.14990234375,3944728,1708.800048828125,6698514,2011.349853515625,1865.4749877929687,82.33962832217429,1.7716240490166482
2021-08-30,3701.300048828125,2033114,1698.050048828125,6559667,2003.25,1890.6799926757812,82.04915654829097,1.3719825048776022
2021-08-31,3786.449951171875,3207480,1706.449951171875,12255438,2080.0,1921.825,89.32759569412168,1.7707294008183954
2021-09-01,3714.949951171875,2643336,1677.75,7801974,2037.199951171875,1944.4049926757812,86.81648435688712,1.0688633522019884
2021-09-02,3836.75,3403717,1689.0999755859375,6830050,2147.6500244140625,1976.4599853515624,97.24356395790396,1.7604253905853042
2021-09-03,3842.050048828125,1746812,1700.6500244140625,5339139,2141.4000244140625,2007.9449829101563,94.23727340303556,1.4161598344759339
2021-09-06,3852.0,1723693,1730.4000244140625,4876026,2121.5999755859375,2030.239990234375,91.84972176464927,0.9946680686269073
2021-09-07,3815.89990234375,1585039,1706.6500244140625,3520341,2109.2498779296875,2051.92998046875,80.58928240322325,0.7112595589838024
2021-09-08,3774.14990234375,4147175,1693.25,4584896,2080.89990234375,2067.6749755859373,66.92016942041501,0.19762243389925158
2021-09-09,3791.39990234375,1441148,1691.5999755859375,3331674,2099.7999267578125,2083.239953613281,51.26805952878313,0.3230076054513858
2021-09-13,3845.35009765625,1691473,1691.9000244140625,4662374,2153.4500732421875,2097.4499755859374,48.75990214218858,1.148486670316696
2021-09-14,3885.89990234375,1991188,1686.1500244140625,4945167,2199.7498779296875,2117.099963378906,46.101538813499715,1.7927799522080035
2021-09-15,3954.550048828125,2461369,1711.449951171875,4062344,2243.10009765625,2133.4099731445312,58.65873933031652,1.8699707113382804
2021-09-16,3903.300048828125,2946666,1702.25,3246568,2201.050048828125,2149.7949829101562,51.209542685698324,1.0008889599454116
2021-09-17,3827.85009765625,6477148,1691.300048828125,7454864,2136.550048828125,2148.6849853515623,51.38121343317762,-0.23617458040805256
2021-09-20,3823.5,2002008,1687.8499755859375,5660743,2135.6500244140625,2148.1099853515625,51.50382417902256,-0.24192302486491724
2021-09-21,3862.949951171875,1568129,1718.449951171875,4672222,2144.5,2150.3999877929687,50.6969267205962,-0.11637762236525714
2021-09-22,3862.14990234375,1744067,1716.9000244140625,4553892,2145.2498779296875,2153.9999877929686,48.68857668906796,-0.17971586886099566
2021-09-23,3869.25,2003869,1742.550048828125,3826090,2126.699951171875,2158.5799926757813,42.85259302361655,-0.743946614533615
2021-09-24,3871.300048828125,2320754,1763.8499755859375,8280446,2107.4500732421875,2159.345007324219,41.74049805041621,-1.2432753921467374
2021-09-27,3836.949951171875,1673362,1721.1500244140625,5045337,2115.7999267578125,2155.5799926757813,43.96980408081208,-0.9047132856188551
2021-09-28,3779.14990234375,2253075,1687.0999755859375,6557197,2092.0499267578125,2144.8099975585938,45.12360259713889,-1.1692344530160932
2021-09-29,3791.89990234375,2489161,1692.25,7792548,2099.64990234375,2130.464978027344,30.99453387505539,-0.9942100051517185
2021-09-30,3775.550048828125,2252412,1675.199951171875,6914031,2100.35009765625,2120.394982910156,19.87895580311477,-1.0083469902762896
2021-10-01,3730.199951171875,1578374,1665.1500244140625,5733906,2065.0499267578125,2113.244970703125,25.489471234838348,-1.8907824136987532
2021-10-04,3773.300048828125,1356860,1678.75,2947154,2094.550048828125,2109.134973144531,24.779048424224893,-0.5885990481437298
2021-10-05,3833.300048828125,1877966,1692.800048828125,4373310,2140.5,2108.734973144531,24.169519262554623,1.31425977117724
2021-10-06,3810.89990234375,1678154,1673.550048828125,4271698,2137.349853515625,2107.944970703125,22.94128500967363,1.2817452379019292
2021-10-07,3892.89990234375,1647233,1691.0,5476108,2201.89990234375,2115.4649658203125,37.486293261881094,2.3057744311927233
2021-10-08,3935.64990234375,2934339,1723.8499755859375,4738376,2211.7999267578125,2125.899951171875,48.04430437460746,1.7879325490106968
2021-10-11,3685.60009765625,11845402,1690.949951171875,8840633,1994.650146484375,2113.7849731445312,63.6230832122284,-1.872509483118832
2021-10-12,3652.85009765625,5752877,1685.1500244140625,7439300,1967.7000732421875,2101.349987792969,78.707028902535,-1.6980683480796062
2021-10-13,3655.199951171875,3545655,1709.199951171875,7104171,1946.0,2085.984997558594,92.80988139183395,-1.5082984210225567
2021-10-14,3611.449951171875,6442299,1715.75,19655776,1895.699951171875,2065.519982910156,110.22045650405914,-1.5407306150290452
2021-10-18,3647.14990234375,3590107,1792.1500244140625,13438109,1854.9998779296875,2044.5149780273437,128.77341540456075,-1.4716942895570986
2021-10-19,3634.14990234375,3135441,1822.1500244140625,10324260,1811.9998779296875,2016.2599609375,146.37077584397713,-1.3954977134612037
2021-10-20,3608.85009765625,2933693,1802.3499755859375,5876115,1806.5001220703125,1982.8599731445313,152.8352951673948,-1.1539209636168035
2021-10-21,3532.5,4871211,1753.6500244140625,8779629,1778.8499755859375,1947.0099853515626,154.6064490387572,-1.08766491185287
2021-10-22,3498.85009765625,2691670,1719.800048828125,7369809,1779.050048828125,1904.725,133.5372845938203,-0.9411225602957242
2021-10-25,3492.949951171875,2595594,1707.550048828125,5905209,1785.39990234375,1862.0849975585938,83.16758689908028,-0.922055070659888
2021-10-26,3482.60009765625,3878763,1703.699951171875,5871709,1778.900146484375,1840.5099975585938,72.22112809056938,-0.8530724000455456
2021-10-27,3489.75,2510813,1728.949951171875,5090259,1760.800048828125,1819.8199951171875,60.404764940847514,-0.9770743474767085
2021-10-28,3421.64990234375,2424942,1703.9000244140625,5329972,1717.7498779296875,1796.9949829101563,49.582393846520574,-1.59825088771969
2021-10-29,3397.75,3960501,1667.75,5875091,1730.0,1780.4249877929688,39.61724317307671,-1.2728040558671894
2021-11-01,3476.39990234375,2020718,1700.050048828125,3636806,1776.349853515625,1772.5599853515625,29.743988106195737,0.12741627486305432
2021-11-02,3484.199951171875,3087414,1697.9000244140625,3471772,1786.2999267578125,1769.989990234375,26.935263071138774,0.6055235651629352
2021-11-03,3492.25,1537639,1702.5,3530713,1789.75,1768.3149780273438,24.852871890221984,0.8624766613426865
2021-11-04,3508.64990234375,328991,1708.699951171875,483407,1799.949951171875,1770.4249755859375,26.675522750368838,1.1068190064065087
2021-11-08,3502.75,2526082,1737.5,5245903,1765.25,1769.044970703125,26.536339811170233,-0.1430103296132644
2021-11-09,3505.699951171875,1782692,1742.5,4016134,1763.199951171875,1766.8249755859374,25.937944440771368,-0.13975758265424848
2021-11-10,3484.300048828125,1516489,1740.1500244140625,4780368,1744.1500244140625,1763.3499633789063,26.46292840170343,-0.7255409784356249
2021-11-11,3488.199951171875,1284514,1733.300048828125,4731349,1754.89990234375,1762.7599487304688,26.591559878133022,-0.2955842539038969
2021-11-12,3526.050048828125,1747259,1780.199951171875,5069009,1745.85009765625,1765.569970703125,22.472387663688362,-0.8775157024697888
2021-11-15,3553.300048828125,1809157,1787.1500244140625,4354074,1766.1500244140625,1769.1849731445313,18.70681719390776,-0.16223757890023274
2021-11-16,3556.39990234375,2013204,1792.300048828125,6034233,1764.099853515625,1767.9599731445312,18.586200874856754,-0.20768739426076793
2021-11-17,3521.89990234375,1632914,1787.449951171875,4732492,1734.449951171875,1762.7749755859375,20.07416095905111,-1.4110190942397105
2021-11-18,3475.699951171875,2136598,1779.4000244140625,4326924,1696.2999267578125,1753.4299682617188,26.759704365486627,-2.134927976917036
2021-11-22,3458.39990234375,3167936,1759.4000244140625,6621839,1698.9998779296875,1743.3349609375,26.29780344520892,-1.6858854048469858
2021-11-23,3464.25,2153461,1736.9000244140625,8436160,1727.3499755859375,1739.5449584960938,25.507689099793737,-0.4780904637204063
2021-11-24,3443.300048828125,2161746,1696.0,7333061,1747.300048828125,1737.9549682617187,24.33808603590088,0.3839694112602551
2021-11-25,3445.89990234375,1849619,1722.4000244140625,4476260,1723.4998779296875,1735.8899536132812,24.62837105591857,-0.5030814118993967
2021-11-26,3446.85009765625,1941251,1691.6500244140625,4494181,1755.2000732421875,1735.919970703125,24.6542840696948,0.7820183496125802
2021-11-29,3502.0,2981745,1696.3499755859375,3942776,1805.6500244140625,1741.8999633789062,33.12698355001053,1.9244149090397935
2021-11-30,3529.14990234375,5588446,1712.6500244140625,14808963,1816.4998779296875,1746.9349487304687,40.27701904446623,1.7271618121097398
2021-12-01,3577.800048828125,2102118,1714.9000244140625,5193264,1862.9000244140625,1756.8149658203124,54.545864302984995,1.9448781305303222
